datetime,SUSHI-USD,LTC-USD,ALGO-USD,MKR-USD,CELO-USD,ICP-USD,BCH-USD,LINK-USD,DOGE-USD,MATIC-USD,COMP-USD,XTZ-USD,YFI-USD,ADA-USD,SOL-USD,AAVE-USD,XLM-USD,AVAX-USD,XMR-USD,ATOM-USD,EOS-USD,ENJ-USD,SNX-USD,NEAR-USD,1INCH-USD,ZRX-USD,UNI-USD,TRX-USD,DOT-USD,ETH-USD,CRV-USD,ZEC-USD,UMA-USD,RUNE-USD,FIL-USD,BTC-USD,ETC-USD
2024-03-14T18:00:00.000Z,1.963,92.6,0.301,2794,1.378,13.73,432,20.693,0.173,1.1935,85.3,1.455,9822,0.738,165.371,136.72,0.1423,52.44,142.3,13.347,1.119,0.598,4.64,8.127,0.633,1.296,13.608,0.1285,11.16,3815.2,0.8131,32.9,4.53,9.837,10.33,70100,34.66
2024-03-14T19:00:00.000Z,1.961,91.5,0.298,2813,1.356,13.47,426.3,20.16,0.1696,1.1832,85,1.436,9706,0.727,162.448,135.27,0.1401,51.44,141.4,13.182,1.101,0.589,4.569,7.948,0.626,1.312,13.502,0.1279,10.97,3781,0.8032,32.8,4.47,9.661,10.13,69311,34.17
2024-03-14T20:00:00.000Z,1.994,94.1,0.307,2904,1.393,13.78,434.9,21.089,0.175,1.1958,87.2,1.467,9866,0.743,168.116,137.87,0.1432,53.03,144.8,13.461,1.126,0.602,4.68,8.253,0.641,1.366,13.874,0.1286,11.24,3841,0.8202,33.7,4.58,10.01,10.48,70710,34.81
2024-03-14T21:00:00.000Z,1.991,94.8,0.3086,2962,1.413,13.85,438.2,21.192,0.1767,1.2087,87.8,1.472,9907,0.744,168.982,137.96,0.1439,53.42,146.2,13.53,1.13,0.606,4.735,8.751,0.647,1.441,13.918,0.1287,11.42,3863.4,0.8244,34.3,4.61,10.409,10.5,71054,35.02
2024-03-14T22:00:00.000Z,2.042,94.7,0.3132,2894,1.422,13.94,440.9,21.136,0.1769,1.2164,89.1,1.492,10009,0.75,172.933,139.13,0.1446,53.94,147,13.591,1.141,0.61,4.754,8.582,0.654,1.365,13.965,0.1288,11.53,3876.7,0.8275,34.3,4.61,10.25,10.48,71527,35.26
2024-03-14T23:00:00.000Z,2.037,94.2,0.3124,2904,1.432,13.96,441.3,20.894,0.1773,1.224,89.2,1.492,10039,0.752,176.673,139.28,0.1451,54.02,146.7,13.702,1.142,0.612,4.775,8.883,0.658,1.341,13.963,0.1292,11.56,3882,0.8323,34.3,4.66,10.334,10.52,71396,35.23
2024-03-15T00:00:00.000Z,2.056,95.4,0.312,2933,1.418,14,442.9,20.799,0.1789,1.2266,89.7,1.491,10081,0.756,179.545,140.63,0.1443,54.61,146,13.714,1.149,0.613,4.753,8.763,0.657,1.337,14.066,0.1291,11.59,3904.4,0.8434,35,4.68,10.344,10.5,71914,35.42
2024-03-15T01:00:00.000Z,2.051,94.4,0.3198,2921,1.411,13.86,436.1,20.622,0.1781,1.2089,88.8,1.465,9952,0.758,183.915,138.99,0.1435,56.42,147.2,13.626,1.141,0.613,4.712,9.021,0.651,1.279,13.841,0.1293,11.45,3877.8,0.8298,34.4,4.66,10.264,10.39,71616,35.17
2024-03-15T02:00:00.000Z,1.968,90.8,0.3035,2780,1.341,13.19,418.9,19.784,0.1712,1.1581,85.2,1.403,9607,0.729,179.26,132.08,0.138,53.93,141.9,13.027,1.089,0.587,4.498,8.464,0.621,1.272,13.312,0.1275,10.94,3746.3,0.7897,32.8,4.43,9.669,9.89,69031,33.69
2024-03-15T03:00:00.000Z,1.983,89.5,0.2969,2755,1.35,13.01,412.2,19.53,0.1666,1.1478,82.9,1.397,9463,0.721,175.853,130.25,0.1365,53.95,140.3,12.841,1.068,0.57,4.423,8.286,0.609,1.258,13.082,0.1271,10.77,3721,0.773,32,4.31,9.606,9.62,68161,33.13
2024-03-15T04:00:00.000Z,1.947,87.7,0.2901,2720,1.323,12.74,404.8,19.278,0.1633,1.1315,81.5,1.365,9321,0.71,173.734,129.08,0.1342,51.86,143.1,12.664,1.053,0.564,4.363,7.991,0.6,1.226,12.909,0.1266,10.56,3673,0.7596,31.7,4.25,9.481,9.45,67520,32.68
2024-03-15T05:00:00.000Z,1.935,87.8,0.2882,2717,1.335,12.7,406.5,19.317,0.1638,1.132,81.1,1.372,9264,0.709,174.088,129.47,0.1347,52,142.8,12.575,1.058,0.565,4.355,7.875,0.603,1.189,12.888,0.1265,10.59,3672.6,0.7581,31.7,4.3,9.346,9.5,67544,32.81
2024-03-15T06:00:00.000Z,1.99,89.3,0.2996,2750,1.337,13.04,413,19.619,0.1681,1.1551,82.9,1.393,9489,0.724,179.221,132.04,0.1368,54.3,145.5,12.898,1.077,0.58,4.468,8.156,0.615,1.222,13.17,0.127,10.91,3748,0.7742,32.3,4.27,9.469,9.71,68587,33.17
2024-03-15T07:00:00.000Z,1.972,89.6,0.2958,2787,1.337,13.01,412.9,19.588,0.1678,1.1518,83.2,1.399,9535,0.721,176,132.54,0.1363,53.78,144.6,12.86,1.081,0.583,4.482,7.969,0.617,1.208,13.131,0.1272,10.79,3751.2,0.7784,32.3,4.27,9.48,9.7,68447,33.5
2024-03-15T08:00:00.000Z,1.874,85.7,0.2815,2674,1.289,12.38,397.4,18.916,0.159,1.1014,79.1,1.334,9099,0.687,167.197,126.51,0.1312,50.02,142.4,12.315,1.043,0.548,4.246,7.395,0.585,1.229,12.539,0.1259,10.28,3659.4,0.734,30.8,4.14,8.946,9.22,67004,31.92
2024-03-15T09:00:00.000Z,1.901,87.5,0.2881,2723,1.23,12.74,404.5,19.348,0.1608,1.1183,80.4,1.351,9258,0.699,173.098,129.57,0.1333,51.03,144.9,12.471,1.051,0.555,4.317,7.569,0.595,1.274,12.776,0.126,10.42,3680.4,0.7546,30.8,4.12,9.2,9.42,67782,32.57
2024-03-15T10:00:00.000Z,1.927,87.1,0.2855,2781,1.321,12.62,404.4,19.247,0.1594,1.1063,79.8,1.344,9213,0.697,169.871,127.45,0.1327,50.83,142.5,12.322,1.049,0.551,4.267,7.402,0.593,1.288,12.772,0.1259,10.35,3659.5,0.7496,30.7,4.21,9.12,9.35,67233,32.35
2024-03-15T11:00:00.000Z,1.916,87.8,0.2875,2772,1.26,12.68,404.2,19.224,0.1605,1.1116,80,1.349,9216,0.702,169.857,126.88,0.1328,51.43,141.3,12.373,1.053,0.556,4.295,7.482,0.594,1.297,12.741,0.1258,10.37,3688,0.7504,30.8,4.21,9.267,9.4,67712,32.42
2024-03-15T12:00:00.000Z,1.934,88,0.2839,2816,1.292,12.67,404.6,19.305,0.1614,1.1142,79.7,1.349,9200,0.704,172.126,126.75,0.133,50.95,140.3,12.338,1.051,0.554,4.25,7.391,0.595,1.262,12.764,0.1256,10.38,3698.5,0.7524,30.7,4.24,9.211,9.44,67897,32.48
2024-03-15T13:00:00.000Z,1.955,88.9,0.2906,2847,1.295,12.87,408.9,19.502,0.1651,1.1273,81.2,1.348,9309,0.716,182.197,128.77,0.1337,54.28,141.8,12.562,1.06,0.565,4.342,7.709,0.601,1.259,12.937,0.1262,10.53,3722.4,0.7611,31.4,4.24,9.31,9.61,68456,32.77
2024-03-15T14:00:00.000Z,1.932,88.5,0.2896,2798,1.298,12.87,410.8,19.574,0.1642,1.1306,80.4,1.363,9264,0.718,182.169,128.52,0.1337,54.64,140.8,12.596,1.049,0.561,4.304,7.554,0.603,1.275,12.898,0.1254,10.49,3722.3,0.7595,31.2,4.27,9.336,9.53,68620,32.39
2024-03-15T15:00:00.000Z,1.91,88.2,0.2894,2788,1.292,12.75,409.9,19.377,0.1621,1.1236,80.1,1.358,9231,0.717,181.902,127.51,0.1336,55.5,140.2,12.458,1.053,0.554,4.281,7.375,0.597,1.251,12.774,0.1258,10.41,3688.5,0.7531,31.1,4.28,9.285,9.48,68162,32.72
2024-03-15T16:00:00.000Z,1.905,88.9,0.2874,2748,1.288,12.75,409.2,19.33,0.162,1.1204,80.5,1.354,9244,0.713,181.445,126.83,0.1336,56.1,141.7,12.445,1.054,0.557,4.278,7.25,0.597,1.273,12.768,0.1259,10.33,3684,0.7552,31.2,4.27,9.1,9.43,67938,32.63
2024-03-15T17:00:00.000Z,1.924,88,0.2905,2760,1.279,12.83,409,19.379,0.1624,1.118,80.6,1.357,9312,0.716,181.48,126.55,0.1345,56.25,142.9,12.462,1.05,0.559,4.274,7.24,0.6,1.332,12.841,0.1256,10.38,3694,0.7572,31.3,4.27,9.228,9.44,68199,32.72
2024-03-15T18:00:00.000Z,1.971,91,0.2993,2830,1.315,13.16,419.6,19.772,0.1667,1.1472,82.6,1.382,9553,0.736,186.873,131.5,0.1368,57.5,144,12.714,1.078,0.58,4.401,7.567,0.615,1.343,13.131,0.1267,10.73,3784.6,0.7821,32,4.42,9.573,9.74,70246,33.55
2024-03-15T19:00:00.000Z,1.922,88.6,0.2926,2768,1.319,12.81,409.4,19.375,0.1623,1.1163,80.9,1.372,9451,0.72,183.223,126.89,0.1342,56.21,143,12.445,1.05,0.563,4.264,7.266,0.6,1.349,12.806,0.1258,10.68,3690.5,0.7595,31.2,4.42,9.183,9.48,69002,32.71
2024-03-15T20:00:00.000Z,1.881,87.3,0.2846,2675,1.258,12.56,403.6,19.08,0.1576,1.1043,79.2,1.341,9260,0.702,176.868,124.3,0.133,54.75,140.2,12.205,1.031,0.55,4.168,7.138,0.591,1.286,12.552,0.1253,10.46,3628,0.7448,30.5,4.23,8.859,9.33,67853,32.22
2024-03-15T21:00:00.000Z,1.971,88.7,0.2886,2709,1.278,12.61,408.9,19.308,0.1604,1.1218,80.2,1.364,9450,0.709,179.25,124.69,0.1344,55.4,140.3,12.274,1.04,0.56,4.21,7.299,0.603,1.314,12.745,0.1257,10.66,3665.2,0.7569,30.9,4.27,8.959,9.55,68297,32.49
2024-03-15T22:00:00.000Z,1.962,89.2,0.2992,2793,1.29,12.8,407.9,19.557,0.1625,1.1359,81.9,1.377,9621,0.724,184.299,128.15,0.136,56.73,140.5,12.57,1.064,0.567,4.285,7.425,0.615,1.328,13.041,0.1264,10.77,3734.7,0.7698,31.4,4.31,9.313,9.72,69129,33.16
2024-03-15T23:00:00.000Z,1.956,89.8,0.2988,2822,1.316,12.87,414.5,19.596,0.1634,1.1396,82.2,1.395,9610,0.727,183.745,129.06,0.1371,58.38,142.2,12.622,1.065,0.568,4.285,7.494,0.618,1.319,13.058,0.1264,10.81,3743.7,0.7728,31.4,4.36,9.332,9.78,69499,33.33
2024-03-16T00:00:00.000Z,1.967,89.7,0.2923,2853,1.383,12.76,416.8,19.616,0.1635,1.1391,82,1.397,9621,0.723,181.207,128.36,0.1368,57.44,142.9,12.701,1.067,0.567,4.279,7.289,0.612,1.301,13.054,0.1267,10.76,3760.9,0.7694,31.6,4.38,9.32,9.68,69640,33.38
2024-03-16T01:00:00.000Z,1.968,89.9,0.2947,2830,1.361,12.82,414.9,19.676,0.1631,1.1363,82.4,1.395,9571,0.723,185.432,128.41,0.1381,57.96,143.3,12.777,1.071,0.567,4.296,7.366,0.609,1.312,13.037,0.1266,10.72,3746.1,0.7686,31.7,4.41,9.297,9.63,69280,33.55
2024-03-16T02:00:00.000Z,1.968,89.8,0.2954,2841,1.363,12.84,414.7,19.455,0.1624,1.1355,82.7,1.398,9540,0.72,186.249,127.43,0.1405,56.77,143.6,12.728,1.066,0.568,4.297,7.335,0.609,1.288,13.116,0.1268,10.67,3735.4,0.7688,31.6,4.44,9.267,9.67,69065,33.29
2024-03-16T03:00:00.000Z,1.973,89.5,0.3007,2844,1.376,12.94,412.4,19.395,0.1625,1.1423,82.5,1.409,9570,0.726,187.615,128.16,0.1419,56.98,143.7,12.811,1.072,0.572,4.343,7.371,0.609,1.297,13.127,0.1269,10.71,3737.6,0.7681,31.7,4.48,9.264,9.73,69266,33.36
2024-03-16T04:00:00.000Z,1.931,89.5,0.2993,2871,1.357,12.9,411.2,19.408,0.1612,1.1369,82.1,1.411,9572,0.72,188.046,127.41,0.1399,56.88,144.1,12.683,1.071,0.57,4.317,7.31,0.609,1.281,13,0.1264,10.61,3730.7,0.7631,31.9,4.47,9.152,9.64,68996,33.26
2024-03-16T05:00:00.000Z,1.922,89.4,0.2968,2872,1.316,12.81,410.6,19.322,0.1606,1.1373,81.7,1.404,9493,0.715,192.208,127.22,0.1398,56.86,142.9,12.668,1.068,0.564,4.288,7.314,0.604,1.276,12.926,0.1263,10.55,3716.9,0.7586,31.7,4.44,9.098,9.66,68994,33.08
2024-03-16T06:00:00.000Z,1.929,89.5,0.3039,2885,1.332,12.87,412.6,19.359,0.1619,1.146,82.4,1.421,9590,0.725,189.51,127.55,0.1401,59.39,144,12.794,1.075,0.571,4.323,7.595,0.609,1.275,12.966,0.1267,10.7,3727.2,0.7572,32,4.44,9.213,9.7,69209,33.21
2024-03-16T07:00:00.000Z,1.958,90.2,0.3096,2907,1.349,13.04,413,19.613,0.163,1.1616,83.4,1.427,9650,0.735,192.88,128.68,0.1407,60.69,144.1,12.848,1.079,0.583,4.399,7.828,0.617,1.356,13.002,0.1268,10.67,3742,0.7689,32,4.46,9.309,9.8,69424,33.26
2024-03-16T08:00:00.000Z,1.954,90.1,0.3053,2905,1.34,13.03,414.1,19.567,0.1618,1.1606,83,1.43,9683,0.727,191.653,128.39,0.1408,60.72,145.5,12.791,1.078,0.576,4.387,7.853,0.613,1.331,12.979,0.1268,10.53,3721.2,0.765,32.1,4.48,9.296,9.82,69056,33.01
2024-03-16T09:00:00.000Z,1.951,90.4,0.3007,2940,1.328,13.14,413,19.454,0.1613,1.1537,82.7,1.409,9622,0.727,194.339,127.84,0.1394,60.28,147.4,12.751,1.075,0.573,4.371,7.704,0.609,1.304,12.93,0.1273,10.49,3723.9,0.7588,31.7,4.43,9.45,9.71,68939,32.89
2024-03-16T10:00:00.000Z,1.937,90,0.298,2931,1.328,13.09,408.6,19.461,0.1597,1.1448,82.1,1.399,9508,0.725,195.565,126.68,0.1398,60.91,147.3,12.678,1.069,0.57,4.328,7.713,0.603,1.358,12.821,0.1272,10.41,3705.7,0.751,31.5,4.4,9.387,9.68,68427,32.73
2024-03-16T11:00:00.000Z,1.936,89.9,0.2933,2872,1.308,12.92,405.6,19.324,0.1589,1.1399,81.9,1.389,9506,0.721,192.912,126.46,0.1395,59.54,147,12.664,1.055,0.564,4.282,7.65,0.6,1.35,12.778,0.1271,10.37,3695.2,0.7486,31.6,4.35,9.181,9.58,68244,32.47
2024-03-16T12:00:00.000Z,1.894,88.4,0.2881,2849,1.28,12.61,401.3,19.008,0.1543,1.1248,80.3,1.359,9328,0.709,191.18,123.52,0.1366,58.04,145.6,12.397,1.042,0.55,4.178,7.661,0.588,1.365,12.528,0.1268,10.24,3666.2,0.7321,30.8,4.29,8.984,9.36,67921,31.95
2024-03-16T13:00:00.000Z,1.83,87,0.2832,2792,1.256,12.36,398.8,18.737,0.1517,1.1044,78.6,1.34,9185,0.7,188.743,121.6,0.1344,56.92,144.4,12.203,1.022,0.54,4.123,7.317,0.579,1.367,12.376,0.1263,10.12,3651.1,0.7199,30.5,4.22,8.865,9.21,67709,31.67
2024-03-16T14:00:00.000Z,1.853,87.9,0.2831,2792,1.263,12.54,400.1,18.894,0.1528,1.1073,79,1.342,9250,0.701,190.434,122.29,0.1356,57.26,144.7,12.303,1.028,0.546,4.157,7.312,0.582,1.147,12.412,0.1264,10.16,3667.7,0.7227,30,4.18,8.771,9.34,68187,31.84
2024-03-16T15:00:00.000Z,1.86,87.9,0.2853,2801,1.26,12.75,404.6,19.013,0.1539,1.1148,79.9,1.352,9329,0.705,195.073,123.99,0.1365,58.03,144.9,12.424,1.037,0.548,4.197,7.354,0.587,1.24,12.585,0.1262,10.29,3681.9,0.7308,30.2,4.22,9.095,9.43,68347,32.01
2024-03-16T16:00:00.000Z,1.867,88.8,0.279,2768,1.262,12.51,404.7,18.86,0.152,1.105,79.5,1.337,9232,0.698,192.529,123.11,0.1356,56.98,144.5,12.239,1.026,0.542,4.171,7.173,0.589,1.203,12.584,0.1259,10.27,3666.1,0.7211,30,4.26,8.885,9.35,68168,31.91
2024-03-16T17:00:00.000Z,1.829,86.1,0.2724,2711,1.216,12.28,399.9,18.549,0.148,1.0857,77.3,1.311,9007,0.683,188.443,121.05,0.1335,55.11,142,12.002,1.007,0.533,4.083,6.931,0.574,1.246,12.323,0.1256,10.03,3631.8,0.7076,29.3,4.1,8.57,9.16,67279,31.46
2024-03-16T18:00:00.000Z,1.794,84,0.266,2666,1.156,12.07,390.3,18.18,0.1433,1.0536,75.8,1.281,8820,0.669,183.162,118.28,0.1287,53.38,139.2,11.757,0.97,0.515,3.981,6.696,0.562,1.232,12.111,0.1254,9.87,3596.2,0.69,28.5,3.93,8.313,8.82,67064,30.54
2024-03-16T19:00:00.000Z,1.757,84.6,0.2663,2675,1.2,12.12,389.9,18.212,0.1433,1.0544,76,1.287,8773,0.666,180.015,118.66,0.1285,52.76,137,11.779,0.988,0.518,3.933,6.649,0.567,1.244,12.118,0.1251,9.85,3600.9,0.6936,29,4.03,8.146,8.9,66954,30.88
2024-03-16T20:00:00.000Z,1.782,85,0.2692,2719,1.189,12.24,392.4,18.374,0.1441,1.0596,76.8,1.3,8889,0.674,182.867,120.3,0.1292,53.87,137.5,11.919,0.995,0.527,3.963,6.783,0.571,1.306,12.232,0.1253,9.91,3619.5,0.6941,29.2,4.05,8.273,8.96,67106,31.27
2024-03-16T21:00:00.000Z,1.766,84.2,0.2661,2788,1.175,12.13,390.4,18.176,0.1431,1.0472,75.8,1.284,8788,0.665,180.114,118.99,0.1299,53.25,135.8,11.834,0.984,0.515,3.938,6.656,0.566,1.356,12.047,0.1251,9.84,3554.9,0.6891,28.9,3.99,8.166,8.87,66182,30.92
2024-03-16T22:00:00.000Z,1.767,84.7,0.268,2872,1.165,12.21,390.8,18.238,0.1422,1.0453,76.3,1.295,8877,0.664,180.979,119.01,0.1293,53.14,138.8,11.892,0.987,0.515,3.99,6.665,0.566,1.335,12.045,0.1251,9.75,3559.5,0.6923,29.1,3.98,8.215,8.87,66370,30.88
2024-03-16T23:00:00.000Z,1.76,84.2,0.2671,2852,1.178,12.24,388.4,18.114,0.1424,1.0429,76.4,1.279,8857,0.659,181.923,118.91,0.1292,53.47,139.4,11.946,0.987,0.515,4.003,6.734,0.564,1.343,12.01,0.1251,9.7,3520.7,0.6928,29.2,3.91,8.202,8.85,65285,30.72
2024-03-17T00:00:00.000Z,1.751,83.3,0.2602,2849,1.176,12.1,386.2,17.907,0.1405,1.0266,75.6,1.272,8769,0.652,182.472,116.95,0.1279,52.42,138.8,11.781,0.973,0.509,3.934,6.637,0.553,1.338,11.831,0.1251,9.52,3507.4,0.683,28.7,4.01,8.198,8.7,65194,30.2
2024-03-17T01:00:00.000Z,1.769,85,0.2668,2929,1.168,12.41,391.9,18.186,0.1448,1.0497,76.8,1.298,8981,0.665,186.75,119.5,0.1295,53.33,139.8,12.06,0.98,0.521,3.999,6.801,0.563,1.349,12.105,0.1251,9.7,3555,0.6959,28.9,4.03,8.528,8.9,66110,30.68
2024-03-17T02:00:00.000Z,1.808,85.9,0.2699,3043,1.197,12.46,396.6,18.291,0.1465,1.057,78.1,1.318,9012,0.67,187.24,121.06,0.1303,53.63,140.2,12.155,0.998,0.53,4.063,7.104,0.572,1.34,12.253,0.1253,9.79,3571.2,0.7026,29.5,4.07,8.612,8.99,66357,31.14
2024-03-17T03:00:00.000Z,1.807,86.3,0.2718,3026,1.206,12.52,396.2,18.386,0.147,1.0573,78.4,1.316,9086,0.673,185.969,121.7,0.131,53.47,140.2,12.201,1.004,0.531,4.081,7.178,0.575,1.354,12.268,0.1253,9.84,3570.9,0.7025,29.4,4.06,8.617,9,66537,31.15
2024-03-17T04:00:00.000Z,1.777,86.2,0.268,2976,1.225,12.43,394.7,18.287,0.1451,1.0546,77.8,1.316,8994,0.669,183.835,120.24,0.1303,52.75,138.7,12.148,0.998,0.526,4.04,7.057,0.567,1.365,12.188,0.1252,9.78,3556.6,0.696,29.2,4.06,8.477,8.93,66369,30.99
2024-03-17T05:00:00.000Z,1.769,85.1,0.2653,2957,1.213,12.27,391.8,18.136,0.144,1.0481,77,1.297,8939,0.663,187.93,119.4,0.1289,52.41,139.3,12.111,0.987,0.524,4.006,7.082,0.563,1.35,12.049,0.1249,9.71,3545.9,0.6924,28.9,4,8.354,8.8,66227,30.81
2024-03-17T06:00:00.000Z,1.733,82.7,0.2586,2934,1.159,11.91,379.6,17.77,0.1402,1.0244,75.2,1.268,8709,0.645,183.14,116.48,0.1271,51.21,138,11.823,0.958,0.509,3.902,6.938,0.548,1.338,11.699,0.1245,9.44,3441.5,0.6713,28.3,3.89,8.143,8.53,64995,30.06
2024-03-17T07:00:00.000Z,1.726,83,0.259,2925,1.139,11.86,377.4,17.678,0.141,1.0313,74.9,1.271,8769,0.648,181.89,116.33,0.1268,51.39,138.1,11.834,0.961,0.512,3.926,7.194,0.55,1.357,11.617,0.1242,9.47,3470.3,0.6739,28.2,3.8,8.134,8.61,65597,30.22
2024-03-17T08:00:00.000Z,1.77,85.2,0.2695,3102,1.191,12.29,387.6,18.172,0.1463,1.0566,77.5,1.318,9001,0.666,186.634,120.76,0.1291,54.96,139.7,12.154,0.989,0.526,4.084,7.527,0.565,1.359,12.037,0.125,9.73,3552.9,0.6887,29.2,4.02,8.456,8.84,66456,30.88
2024-03-17T09:00:00.000Z,1.767,85,0.2673,3141,1.217,12.32,390.5,18.168,0.1497,1.0549,77,1.314,8946,0.67,185.768,119.94,0.1295,55.01,140.6,12.098,0.993,0.525,4.034,7.503,0.564,1.365,12.017,0.1249,9.73,3553.1,0.6847,29.1,4.01,8.372,8.79,66390,30.76
2024-03-17T10:00:00.000Z,1.79,85.5,0.272,3184,1.227,12.47,398.7,18.424,0.1505,1.0641,78.3,1.329,9045,0.679,193.258,121.09,0.1304,56.07,142.4,12.183,1.009,0.528,4.06,7.681,0.569,1.345,12.15,0.1253,9.84,3593.1,0.692,29.3,4.02,8.553,8.96,67092,31.18
2024-03-17T11:00:00.000Z,1.781,86,0.2707,3192,1.208,12.47,399,18.312,0.1486,1.0618,77.6,1.332,9018,0.677,191.728,121.32,0.1303,55.56,142.7,12.102,0.998,0.529,4.049,7.637,0.569,1.338,12.179,0.1253,9.84,3573.9,0.691,29.3,4.03,8.57,8.91,66873,31.23
2024-03-17T12:00:00.000Z,1.751,85,0.2649,3179,1.175,12.29,394.8,17.969,0.1469,1.0472,76.1,1.332,8881,0.666,189.651,120.13,0.1286,54.88,142.3,11.927,0.976,0.517,3.983,7.582,0.56,1.323,12.019,0.1248,9.72,3538,0.6799,28.8,3.98,8.35,8.81,66536,30.69
2024-03-17T13:00:00.000Z,1.767,85.6,0.2702,3167,1.187,12.61,403.7,18.212,0.1497,1.0607,77.9,1.316,9061,0.677,192.895,122.85,0.1303,55.72,144,12.125,0.995,0.529,4.059,7.789,0.569,1.312,12.236,0.1249,9.87,3570.1,0.6897,29.3,4.01,8.608,8.98,67029,31.19
2024-03-17T14:00:00.000Z,1.781,85.4,0.2714,3180,1.197,12.54,402.2,18.408,0.1502,1.0724,78.5,1.32,9153,0.676,192.059,125.75,0.1316,54.61,144.2,12.231,0.998,0.535,4.12,8.087,0.577,1.297,12.32,0.1252,9.93,3596.3,0.6958,29.4,4.01,8.759,9.18,67556,31.32
2024-03-17T15:00:00.000Z,1.796,86.3,0.2743,3175,1.212,12.6,405.2,18.498,0.1527,1.0799,79.3,1.335,9284,0.684,195.499,126.3,0.1326,55.64,145.1,12.269,1.011,0.543,4.163,8.179,0.582,1.319,12.523,0.1254,10.04,3624,0.7068,29.7,4.09,8.871,9.26,67953,31.65
2024-03-17T16:00:00.000Z,1.777,85.9,0.2735,3198,1.204,12.55,402.5,18.463,0.1509,1.0761,78.9,1.334,9200,0.676,192.982,125.06,0.1316,55.23,143.2,12.219,1.011,0.538,4.121,8.096,0.583,1.321,12.499,0.1254,9.98,3609.9,0.7022,29.7,4.08,8.778,9.13,68004,31.47
2024-03-17T17:00:00.000Z,1.788,86.4,0.278,3156,1.229,12.72,405.8,18.668,0.1569,1.0811,79.2,1.343,9295,0.684,195.936,127.34,0.1331,56,144.1,12.295,1.02,0.544,4.156,8.123,0.591,1.319,12.647,0.1259,10.16,3641.2,0.7136,29.9,4.08,8.993,9.27,68515,31.94
2024-03-17T18:00:00.000Z,1.783,86,0.2762,3165,1.217,12.63,404.1,18.533,0.1528,1.0791,79.2,1.337,9228,0.677,195.21,126.45,0.1324,56.16,143,12.213,1.01,0.541,4.13,8.117,0.585,1.309,12.517,0.1257,10.11,3631.4,0.7068,29.6,4.1,8.865,9.15,68159,31.76
2024-03-17T19:00:00.000Z,1.816,86.6,0.2777,3233,1.241,12.73,404.8,18.694,0.1548,1.0898,79.5,1.348,9319,0.682,195.612,126.63,0.133,57.85,144.5,12.321,1.017,0.544,4.156,8.205,0.589,1.318,12.647,0.126,10.23,3651.3,0.7121,29.7,4.07,8.948,9.27,68529,31.85
2024-03-17T20:00:00.000Z,1.806,86,0.2751,3227,1.235,12.61,402.2,18.631,0.1533,1.0846,79.3,1.339,9271,0.68,196.802,126.18,0.1323,56.48,142.6,12.235,1.012,0.541,4.127,8.132,0.59,1.318,12.551,0.126,10.07,3634.1,0.7078,29.5,4.1,8.897,9.18,68297,31.72
2024-03-17T21:00:00.000Z,1.801,86.1,0.276,3242,1.23,12.64,403.6,18.57,0.1547,1.0883,79.4,1.338,9282,0.677,196.244,125.93,0.1324,56.61,143.5,12.262,1.01,0.542,4.124,8.239,0.589,1.307,12.509,0.1262,10.1,3637.1,0.7059,29.4,4.1,8.95,9.22,68168,31.81
2024-03-17T22:00:00.000Z,1.824,86,0.2777,3245,1.242,12.64,404,18.658,0.1539,1.09,80,1.354,9319,0.682,200.989,127.65,0.132,57.09,143,12.269,1.021,0.544,4.12,8.236,0.592,1.309,12.501,0.1263,10.09,3644.5,0.7069,29.6,4.1,8.977,9.21,68166,32.1
2024-03-17T23:00:00.000Z,1.79,85.9,0.2754,3277,1.236,12.6,402.6,18.652,0.1548,1.0896,79.6,1.341,9290,0.681,201.783,127.12,0.1324,58.46,139.9,12.297,1.014,0.541,4.105,8.241,0.588,1.308,12.413,0.1262,10.08,3642.9,0.6904,29.3,4.1,8.984,9.18,68374,31.92
2024-03-18T00:00:00.000Z,1.697,83.8,0.2657,3196,1.2,12.25,394.9,18.36,0.1503,1.0661,77.6,1.31,9083,0.664,195.792,123.85,0.1294,55.89,139.6,12.041,0.997,0.526,4.007,8.087,0.571,1.272,12.099,0.1261,9.82,3575.5,0.6613,28.8,4.08,8.564,8.9,67269,31.34
2024-03-18T01:00:00.000Z,1.717,84.4,0.2681,3227,1.2,12.32,389.9,18.866,0.1513,1.0744,78.2,1.311,9128,0.669,197.68,125.54,0.1302,56.69,139.4,12.144,1.002,0.53,4.048,8.361,0.574,1.29,12.225,0.1257,9.89,3595.5,0.6739,29,3.99,8.648,9.04,67529,31.39
